,score,C0,C1,C2,O3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,O18,C19
1qkt_714-23,80.88724681819123,7.788184754519422,7.980632050551875,7.087148325381942,6.239752873224022,10.016266930723148,4.697233319530162,6.976261209517168,4.177835812941465,2.0184779113089264,2.3007325660619777,6.432405335866864,1.9538042651753926,0.6404188060781115,1.2923079245636384,1.3741538866784433,2.470360954112203,2.32429558226959,2.701869500478499,1.3059714058107914,1.1091334033975935
1qkt_718-24,69.9934892817934,7.055150277713994,4.144155489941667,3.2921284722931614,5.1502669878407525,8.289500326280226,6.525062776501338,6.450715603202685,3.967104314380858,1.7074325867587103,2.3567497948884464,4.990363458446614,1.6535286763357357,0.9953492039984881,0.9293269716765831,0.6056599284963219,2.4242854319628573,2.9047572000430195,3.856038609305136,1.3116938494991006,1.3842193222277137
1qkt_150-3,63.96042570408207,7.27862651662453,6.82293626983774,6.6828631917097985,6.307950967088372,8.542693418499239,1.4003610167585256,2.611110276001024,3.7694027789347735,2.105784414856492,2.596984966357827,3.7646626521117814,1.0252906805540682,0.2296672086659538,1.7364711595040379,1.4166837489199153,1.648996524099617,1.572441280693114,2.257511971497384,1.518071243521627,0.6719154178462573
1qkt_834-47,63.11128459904445,6.464915274934312,3.0779224238428253,5.409124881555616,3.4270582830796834,5.486838761209659,6.754170905630653,6.048659315530628,3.5747127595055486,1.572156731339174,2.3194083705810553,3.9547775566610888,1.3138585046558533,0.9760929012305496,0.9287821585943813,0.6207689266312975,2.397943400896508,2.7074164096567443,3.5470332302891054,1.1528890665128202,1.3767547367069208
1qkt_55-9,62.731400535751504,3.9795629049392236,5.994821824747731,6.610079723476142,5.074957121754123,6.3367518441962245,8.86267550751813,5.7945078598280055,3.2818001630888,2.2109701726835382,1.0692826342982347,0.50665979612295,1.8379123678394491,1.2697356904867894,0.8988262175517013,0.4445782590240015,2.1451313525591615,1.7154045164266742,1.5251478213369318,2.3487407268649494,0.823854031008747
1qkt_826-46,60.83415442014832,4.0059140810729055,4.95434410871645,5.329231907195717,2.953902377708327,2.3601635196970787,9.031214466157302,5.728948620391819,3.752562437852622,0.9726055490714872,3.582686864957283,5.826881525928746,2.3404892055008215,0.9065687985242211,0.16190397142575874,1.0512946863755566,2.1101857953499303,1.9754033272620772,1.91663865517021,1.169166317471715,0.704048204318277
1qkt_977-60,60.466998058859154,8.117041204473601,7.44297406333664,7.703886061988325,6.253853771384356,5.653732030379226,5.0157457925484845,3.21818929507195,2.272378175427684,0.588860674211961,1.8056189454469234,2.6679850908468303,0.39224299737788704,1.1490033762316867,1.9900898907421771,0.5768723108913965,0.7684657004148939,1.0635116337776371,1.4133843270739805,1.5200868729192691,0.8530758443142393
1qkt_728-25,60.29236933180551,6.982784642293025,5.12446440560911,5.440633205162243,3.934099499071335,5.4907837801117045,2.823211090715529,5.528742649405785,4.026328333631364,2.2219160214803764,2.7680027886396648,2.968648097868932,2.45886949366311,0.626517248757432,0.16359978426174304,1.277026501177537,1.9957971950001956,2.1568393735869056,1.6904025475779934,1.7123714339949798,0.9013312397965412
1qkt_86-53,58.259412427308305,5.563346713391312,3.9545462371188576,4.338438484135184,5.953845738170925,7.834859427030771,2.5169805183577942,5.195125151109824,3.988691557098067,1.7059135155236431,1.194512939480321,2.795233188635119,1.8270453781066156,1.535060538640094,0.5773094976321118,0.40601662246999937,2.1205838458566055,2.8712931527295127,2.093775866801944,0.7925122814072445,0.9943217736123451
1qkt_31-4,52.24569039773477,1.808678821674502,3.0196293528667755,4.7722605916557725,5.700125582265798,4.0549601966161894,4.725121724117448,3.873292971217665,2.52300377826636,1.6291320505843994,1.3474494028896773,1.7352983343628992,1.2152711947010797,1.5783617657180131,1.4117912335427156,1.3643036153993577,2.087016321945384,2.875757223391544,3.1450848545652987,2.8623863725381806,0.5167650094156877
1qkt_404-5,49.299221564017955,5.912900629507801,4.39730836370855,1.5213949861705989,2.4475668118999723,1.7396518041927886,5.043456180990116,4.175306400451602,2.9745938503251947,1.758446040172213,1.7025769595130167,4.470409400277572,1.0571488406390814,0.8596176275512749,1.585493761149623,0.48992457089088876,1.7299615982434022,1.4860340366810392,3.4265677573007887,0.9097021887249093,1.6111597556275168
1qkt_132-1,45.797067307502246,3.4629362733058278,3.061890952340864,4.345929465123165,2.0196722749180944,2.358097023282061,8.789595841221784,3.083242748962084,1.5509558373972079,0.583522390230375,2.1474253489951938,5.680776199941503,1.21962541171044,0.5892174617702122,0.948140447581762,0.6352822609778538,0.9515916685095172,1.9000490452461611,0.9711976377124854,0.7293563713091928,0.7685626469664356
1qkt_119-0,42.68036228801498,2.9027257584542543,1.7095151212307527,5.072983706504732,2.798131701268548,2.4672351277158353,4.392068591007668,5.447911485587415,3.9870816909257925,2.8835328734353594,1.0718565995885105,0.024561885693654688,2.5402337779430884,0.4928518894613656,0.16025252260732917,0.3180283867882482,1.7238792463356285,2.805609016868466,0.6731897192605412,0.7694327070591493,0.43928048027864225
1qkt_486-6,38.59264272634737,2.446814812097873,4.932312049678084,0.11154546548293892,2.658338985208714,1.3449574085634595,0.09610632311743317,2.6739479441305094,2.9316710509605404,2.1289621989258447,1.7707294758536654,0.3771291279226312,1.7925838421824527,0.8901304705553311,2.198260054372666,0.5605856530430722,1.0998904564255545,1.0799007609190312,4.71610514894912,3.614415753814586,1.1682557441438723
1qkt_636-14,36.78945742207064,1.021820903981898,3.3211589735329206,2.781681919620273,2.1590290939124777,5.242265863177124,4.6927727198514715,3.183301345120312,3.378196712387785,1.3032500716469135,0.27818444588311125,0.0010683247080625665,0.6259205127833045,0.4182205651694952,1.4026712688588059,1.0352591117204462,1.0196709138751343,0.749429909309369,0.26038833104866044,2.8262092156033733,1.0889572198796889
1qkt_144-2,36.52489728556376,3.110340893866774,2.0248384089153175,1.3007293769318746,0.5970766377991368,1.4557266655146643,4.957311110404515,3.486970624258906,2.350663890927409,0.9858606206870553,2.189689338735044,2.6061218635893466,0.7571717173115187,0.0,1.2257955164331742,1.1676020260420914,1.5580841755916464,1.9022294204700732,2.815209674289312,1.390842343473547,0.6426329803223563
1qkt_752-37,34.344988098300405,0.1373088028219946,0.4037186451598619,7.676519545654747,3.7957450279366993,3.0712195660585637,3.318815403001483,1.4365694216615117,0.6032223563366874,0.7891051848341325,0.7817431430315547,3.5237797260234798,0.6397631564450363,0.9729545476068393,0.9186676813517433,0.8045484545090318,0.6055482589677968,1.4145321092291816,1.5675237584400126,1.2042662139974785,0.6794370952325688
1qkt_674-21,34.27475726638945,1.291016342725013,1.8380777407973499,6.802776450260394,7.1918802034638825,1.7842450032444357,0.20513412236879525,0.8337933990219628,1.2732774180764033,1.8620202048175951,2.0058790722959827,3.6923867841370344,0.5241534855068725,0.0019749937938991317,0.28931324134277053,0.9931990480328846,0.6496324041569721,0.6544920593742096,1.1188530208949645,0.8132239442955578,0.4494283277824645
1qkt_557-10,31.354194492325753,0.22080357249285573,2.648569312291331,4.868892055408756,3.3713968156492795,4.1077010799062705,1.92617838140577,2.1827029252214674,0.9505384286532563,0.7774276177537377,0.025198269562554235,0.002133953310698038,0.6081777745540834,0.6952287400461239,1.2042415398311788,0.9405046490491293,0.9916657045507463,0.38941066950725833,2.335900485827473,2.3103523177916463,0.7971701995121296
1qkt_776-45,31.342450302786077,0.16370485453303912,1.0813385252351688,3.8703610636612558,3.403738137270496,2.176810140836835,2.166739653868464,0.10747781472491802,0.5954502080638862,0.9826799869207059,2.0237593394357316,1.756476617528774,1.0987456928114774,1.1572034771464792,1.710019482566613,0.7485973609142735,0.4368755015664548,1.479734284524087,4.541798690068727,1.0992673847522605,0.7416720863564259
1qkt_770-42,30.449486633817756,0.7814561056209313,1.0653076990999586,6.503466763065708,6.771558085048687,1.4048002284284016,1.2446594271826483,1.0408488458675575,0.3153153072068138,0.49528145470176466,0.48798116646156026,0.7683896476116455,1.1247528611083217,0.6282192585031028,1.957818213553149,0.08894147083257836,1.090160197498202,1.2435271382712827,1.8641219752097473,1.449454094249323,0.12342669429636546
1qkt_661-19,26.978042012661685,3.1976759498450322,1.3762228895376996,0.11143482531358878,2.9880885151322527,1.5131508144273051,1.3404812191265632,1.3570093216143544,0.8879771650953692,0.874484903308558,2.049468428418539,2.292899541631088,0.5927349830242005,0.1299052090807606,1.19619040621995,0.1434060137839775,0.9832005696336668,2.067683555624292,2.276365372646717,0.6278255872477078,0.9718367419500584
1qkt_640-15,26.96181866852352,1.5966158167044593,6.177500357675143,2.7393039115965854,2.7272440002917793,0.4885428651059201,0.7841902131562193,1.007108927490562,1.4673312985871805,2.235460849765105,5.947094569373905e-05,0.30591374210085054,1.3964175774786662,0.04761146371080355,0.8327646649960131,1.334959660118284,1.6207825253215375,1.135666028352852,0.26670263158627633,0.5050218795163245,0.2926207840232566
1qkt_666-20,25.233250393279565,1.538493936461407,0.5247271264884195,5.9362207526011606,2.5316907837337763,3.590604666112742,0.9021190439366779,1.0934801411760946,0.027593668495056907,0.09105432306353761,0.17839182179933147,1.1504329866772003,0.5981002668131301,0.6444513911793194,1.7160192261379035,0.10045525042392686,0.7031744977432577,0.5661362512153578,0.328836213749587,2.51622103493081,0.49504701054085404
1qkt_775-44,25.006178998117107,1.1080372181084532,1.415643754173622,2.2392244505479084,4.37039191411325,1.3544001322026105,1.673181398029449,1.5454588487234844,4.005632920905836,1.1982042292984139,0.064414832720503,0.06850370922543582,1.3514631561460146,0.324438702407939,0.07211160412848613,0.8907842994306783,0.31719134428047374,1.17138745631216,0.25442354558171193,1.4933665801369236,0.08791890164374633
1qkt_873-58,22.30092976494093,0.19830689435137172,1.7394071213412634,1.1515030530561863,3.175446940313984,0.8588911768896605,2.420461973788595,1.1699862675076538,0.07318276047688706,0.09821038764601603,0.06036567190774896,2.492165409655368,0.04941276484940689,0.2183040649456376,1.577070625266232,0.0,0.830414212359614,1.8901211241093012,1.8672744460989437,1.8088943648925169,0.6215105054845437
1qkt_549-8,22.186656340156524,0.6200957435855043,1.3760624426574601,1.8934665216251183,2.170587134880917,1.7684394596905406,2.8632807256203545,1.4330624668031366,1.3335262597372448,1.6206757993181666,0.00234788179240188,0.03848541731504482,0.8783799297133117,0.762372069080856,0.3573355778700325,0.19750280122386843,0.9229596617382039,0.8986064576534283,1.1382491724752972,1.700240838909901,0.21097997846573055
1qkt_842-48,21.78601301444172,0.9975610599303801,2.3049022001537063,0.1375799082749741,1.4502190405959583,0.8449105419114106,2.303279815996625,1.0392463670149565,0.06282462807089349,0.14986140150200278,0.13805734728984145,1.9413339223880488,0.13263572925885125,0.23574082459049625,2.3625998631941956,0.39308694883173523,0.5656150404689527,1.3760862581396687,1.4503775334285152,3.006223190411923,0.8938713929885861
1qkt_608-13,21.498318793912286,1.0003843127625296,0.1178431293314853,6.652310480564648,1.2923201458086033,0.10338053011612575,0.07278060663185708,0.04454562028652558,0.16448969111628695,0.05079718649935022,1.935687802971282,0.49703329866339657,0.6642772003192539,0.0009283628906455999,1.6838148257629157,1.4122740124509714,0.7575893127722595,0.45311783412319295,1.7408769127383221,1.9433513977436878,0.91051613035894
1qkt_698-22,20.189393277102525,0.47083257703690423,1.8373002307325659,0.040262194692793914,0.38070242930528997,1.6165647723810694,0.9669884697752904,1.924810165423854,2.430799691103191,2.08523248241353,1.486619059677525,1.2361253777984795,1.6317664807012608,0.9096135755574851,0.14982906265087118,0.17617270881700753,0.5376905950078513,1.1052644081738299,0.6067042849690819,0.5144557582898663,0.0816589525947835
1qkt_594-11,19.704943162578854,1.1564377286543845,0.2776730443806345,0.5171501105932115,0.05647267587165226,1.0678612201601478,0.0020029017801456855,0.002480957248817032,0.13922449661032546,0.05531796929162838,1.0378642111058176,2.5237071791119114,0.7278315458668858,0.9484200934737883,2.307340311860868,0.9031095370538733,0.7671194708887754,1.4620937115897739,2.4801156660376495,2.2923740937814534,0.9803462372171095
1qkt_766-41,19.26073811257643,0.9524049083606843,2.0306999783114037,2.252351162793251,2.165480094245173,1.4674709518266886,0.0,0.11765920604214364,0.12759683347029582,1.6750857818168634,1.918471886965813,1.3797309930753254,1.1495160774784603,0.337479134972714,0.12717976433908823,0.13370504343468226,0.2725471773808777,1.7908994891511512,0.7657213319712602,0.41140612398894155,0.18533217295159501
1qkt_866-56,17.892388293723492,0.035698619743479806,0.15211186812784247,1.1407518751585297,0.7733438778033495,1.7705078578126625,3.104421469398144,0.9776865838630466,1.0665624903488509,0.02463864464287926,2.0658132399027984,0.07590525026053141,0.40883299963189335,0.9179247356241826,1.4726463363091662,0.28326473988050843,0.3560582007463048,0.46593429310101125,1.2115157067039106,0.6977521737140194,0.8910173309503804
1qkt_744-33,17.800971201472667,0.032652364118599966,0.133774905377205,0.9549482464517769,1.0454833068303493,2.2181952107754537,3.4042899551544425,0.25172409579017097,1.145297904172236,0.024121791702192065,2.1133110792180845,0.04691504887348751,0.33994681936714566,0.9315560584226856,1.2847224364078151,0.23989250754577549,0.3299297880647332,0.4742603539373196,1.247806970425539,0.7728420392869718,0.8093003195506786
1qkt_875-59,17.77043224567172,0.028677964335533296,0.13404395883505762,0.8499639142020794,0.9738624947750539,2.2692471657724886,3.6616207940474053,0.33310281822863713,1.1846779118486106,0.029351136329998386,2.077601888773139,0.0283183620149107,0.2503160752997008,0.9204683047739752,1.1580466601474912,0.25017757827212794,0.34513479833761845,0.4977378552748849,1.2778068330736994,0.72399215329607,0.7762835780332309
1qkt_738-30,17.439200640835793,0.03213917498234704,0.13763290837445172,0.7507912857237619,0.29023863069098654,2.048687683168152,3.3393542125474127,0.9930486758170296,1.1041693663240189,0.026647821009907677,2.0727175065387113,0.05964435954768972,0.31816177328173506,0.8973229941484413,1.387957464105227,0.2918785677163196,0.3620879149731943,0.48413453893516983,1.2453492049271107,0.7129254810853171,0.8843110769388113
1qkt_735-27,16.94235956020418,0.03230110764037085,0.17261422496348877,1.15983780097784,0.67143064960959,1.7160984773018881,2.2476512955691845,0.9098945071091559,1.0730583879287938,0.02460338784122247,2.025131390583058,0.06103459067239643,0.44293368259459054,0.9442921697955444,1.49511430543328,0.2736467255370546,0.34956051659914433,0.47368208227869435,1.2361636423711,0.7422054777241205,0.8911051376736682
1qkt_860-54,16.65068027691425,0.029046241824795975,0.17694370709463367,1.1608679610920596,0.7561614153736803,1.762054710145677,2.7603362586417495,0.24807960583626198,1.1546957889842255,0.027334349385642897,2.1047277317057747,0.055313838660167106,0.2718227476261966,0.9111898762881632,1.2735963919502307,0.2667958802760064,0.354728255628113,0.4976209806424025,1.2719842637729746,0.7246325204791164,0.8427477515063782
1qkt_500-7,16.60279724713662,0.14704821854477093,1.5330885589153906,2.0704807914052457,1.6979067107596522,0.16871992144680031,0.00028894615857705513,0.028289066536563226,0.9536795660341673,0.27946694363137653,1.6505728967171178,1.4985706122134157,0.6064547203522128,0.37409907627365613,0.11058030374105149,0.04432931298847725,0.09076133392865512,0.5468583618277626,0.7435269051953202,3.8175749293787327,0.2405000710876759
1qkt_774-43,16.13558545465534,1.2353417446802482,0.03631194833823008,0.8610248321586131,0.7946246066745793,0.6217875874997967,1.9699986906999394,0.2973506851802865,0.6089680631285903,0.02428809679832121,2.229100799482554,1.5646049611923127,0.5802642747031986,0.06697001292196957,0.6724228504995258,0.10616230585528673,0.4665196145776359,0.36344280670673373,1.55505901275053,1.0844146858681263,0.9969278749388713
1qkt_855-51,15.606440310988972,0.025089184582508493,0.1303771365988063,0.89598809289952,0.347271352660722,1.6791026874237835,3.007266819766995,0.217332470538725,1.1341121974816775,0.028778734417791187,2.0254411559989824,0.03905960881783267,0.2666164759277883,0.8913850610388794,1.3227372404304538,0.29580042206246976,0.3602733284839718,0.497753929403694,0.7836745539747915,0.7878994392052908,0.8704804192742893
1qkt_746-34,15.426817328921631,0.5477269961721887,1.357036197988131,0.7857019346419105,2.647812927088373,1.696027897626255,1.6428898895645438,0.010429687995718605,0.5288857163874885,0.8556641978660836,0.7442813021242604,0.0020795706279559613,0.30089382029017325,0.9858279139395677,0.9974788047353638,0.12127399010069637,0.48724851060833146,0.1738706622866188,0.5217080862894378,0.7577534177508851,0.2622258048376435
1qkt_862-55,14.043874114693146,0.19767758035291766,0.62323993213444,0.551717243863644,0.518897472403538,0.26376227943494446,1.9322178719960568,0.10241517550884752,0.17443565615320422,0.3401986134528175,1.1215288424590206,0.20179122760010604,0.5422080256186276,1.130211075007181,1.25235645890776,0.3080486446923064,0.9840082209254762,0.43847698447994593,0.999551445440167,0.8442502771643483,1.5168810870977938
1qkt_655-18,14.022072507140829,1.0143782010939524,2.0793729745518106,0.4910917778657815,0.03425652242583893,0.15641995844550777,1.6517255282329995e-05,0.11050049796237325,0.19726595468669417,0.10001562878295901,0.03141041831031835,0.000660272663479345,0.40295516838984524,0.2836802843023566,2.233523256854858,0.6652647784025817,1.2530208770862536,1.4962589548973577,1.5298422048558065,1.2351265781852474,0.7070116801225218
1qkt_751-36,12.9717497175762,0.503000082845504,1.3404645481988666,0.8956795682570794,1.7252406902628215,0.6816870714670877,0.8901627670567679,0.01581696092531503,0.5366331641827176,0.8199858632713024,0.8607061432829375,0.0034132872958962143,0.5023308310773635,0.9334145712022743,0.9227467033923844,0.10603732541922682,0.5239723178279201,0.22601068212588735,0.48622518671453485,0.7313598573767841,0.2668620953935257
1qkt_750-35,12.899148487306777,0.033421885043902894,0.3512969878651752,0.3175161180424256,0.20223828242963618,0.04864554411726179,0.048944878347245105,1.674107191737861,0.8787866325703452,0.6090175874681898,1.2905875132330467,3.172833853966718,0.951872178744762,0.7346326313887221,0.06414040800736014,0.39861797365914636,0.6254713832599795,0.4239183164240306,0.01105235496871655,0.03751483691333256,1.0245319291189192
1qkt_762-39,12.560460155248558,0.3627565117393981,0.5582006801016692,2.042656409693784,0.5547442196687111,1.8134954975210316,1.6963356709586788,0.09218339261065298,0.08575756810512146,1.0207638886108512,0.04755968834517983,0.0005601074158315286,0.1978422400205041,0.30767592048541953,0.09791006334290678,1.1451242012435252,0.6208256211519745,1.0672641159983536,0.13590734398276094,0.4994243012929154,0.21347271295929254
1qkt_758-38,12.438728418590312,1.020787326115467,0.4408196907004205,1.2790728869079162,1.324447119433906,0.12679843750456257,1.7206610628882186,0.07832873212220798,0.10923012204378336,1.047406822965213,0.3578063315307443,0.001044019588293771,0.07139035400657333,1.2825785046344664,0.7486083000608428,0.25249063388457105,0.5443195025019214,0.9078595999865342,0.12045640809515376,0.6544662159541009,0.3501563476654169
1qkt_765-40,11.28204081083499,0.16669624625066487,0.21194926396585867,1.16825248783188,0.9942271248411817,1.2226944070411545,0.49774222838983084,0.6467178323848063,1.7798244416819968,0.981957497151073,0.12346662286919657,0.05536219364456939,0.3859160777852441,0.11860020495592559,0.1922173098765391,0.19084813640563306,1.1658702494068718,0.5204568864723823,0.1970623651158779,0.5243189321752867,0.13786030258901943
1qkt_598-12,10.898565569827857,1.15634089800825,2.0511654207921484,0.7511099151049271,0.36663438075279625,0.21251643665542133,0.040200512995839065,0.12311755087219832,0.2817781406174689,0.8171930943214915,0.028615154232259406,2.824899876473208,0.01344554192106673,0.5564378324395576,0.14174717893135136,0.41251756626017677,0.025982849033937706,0.35793102167634006,0.21099523786669483,0.18511421793012212,0.3408227429425996
1qkt_647-17,10.190987345309374,0.023966767695013276,0.1944256120349346,0.5129772909573146,0.07712480428374405,0.0014441887634770233,0.06619097000656855,0.0023631445065433986,0.04961029810554901,0.013622651470557107,0.005173012935371318,3.823350927108824e-05,0.5438837938869696,0.2990258132712222,2.145014107381281,0.04414067247329632,0.512576319569175,0.045517661726783246,2.6178749222598903,1.6286418150409028,1.4073752654315128
1qkt_858-52,9.993150936454253,0.1753582787122231,0.2931823034382899,0.4767957448571216,0.679367144478326,0.4632405587130794,0.47543704814947507,0.13267912708618196,0.44113723408457683,0.0,0.07694014997317408,0.00423536451305555,1.8285915764640184,1.1451525067735482,0.41300615632008075,0.406513903692252,1.8620404659839056,0.6935588690971797,0.10978472998895042,0.02791827734690068,0.2882114967819082
1qkt_867-57,9.978587430500967,0.9224591182314497,0.5140977238144888,0.4670394914733827,0.01118407360492029,0.20681628717298842,0.00022208914582539142,0.13950342972394142,0.15034620894408154,0.04711823828499521,0.6803305993602001,1.1636564469456212,0.8679569396895247,0.010562171593940543,0.019073746140399216,0.15154192715801176,1.5607178893379057,1.3076281507608445,0.9706714621624793,0.5274050688427697,0.2602563681131979
